Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId
0010R00000wEjJ4QAK,,,Bok Chough,Customer,,2035 NE Cornelius Pass Road,Hillsboro,OR,97124,USA,,,,"{""city"":""Hillsboro"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97124"",""state"":""OR"",""street"":""2035 NE Cornelius Pass Road""}",2035 NE Cornelius Pass Road,Hillsboro,OR,97124,USA,,,,"{""city"":""Hillsboro"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97124"",""state"":""OR"",""street"":""2035 NE Cornelius Pass Road""}",(555) 872-1350,,,,/services/images/photo/0010R00000wEjJ4QAK,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJ5QAK,,,Jefferey Groner,Customer,,500 Boylston Street,Boston,MA,02116,USA,,,,"{""city"":""Boston"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""02116"",""state"":""MA"",""street"":""500 Boylston Street""}",500 Boylston Street,Boston,MA,02116,USA,,,,"{""city"":""Boston"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""02116"",""state"":""MA"",""street"":""500 Boylston Street""}",(555) 297-9786,,,,/services/images/photo/0010R00000wEjJ5QAK,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJ6QAK,,,Gena Edmison,Customer,,551 Oakdale Rd,Jamestown,NC,27282,USA,,,,"{""city"":""Jamestown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""27282"",""state"":""NC"",""street"":""551 Oakdale Rd""}",551 Oakdale Rd,Jamestown,NC,27282,USA,,,,"{""city"":""Jamestown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""27282"",""state"":""NC"",""street"":""551 Oakdale Rd""}",(555) 664-2548,,,,/services/images/photo/0010R00000wEjJ6QAK,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJ7QAK,,,Elaina Pott,Customer,,929 108th Ave NE,Bellevue,WA,98004,USA,,,,"{""city"":""Bellevue"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""98004"",""state"":""WA"",""street"":""929 108th Ave NE""}",929 108th Ave NE,Bellevue,WA,98004,USA,,,,"{""city"":""Bellevue"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""98004"",""state"":""WA"",""street"":""929 108th Ave NE""}",(555) 941-8678,,,,/services/images/photo/0010R00000wEjJ7QAK,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJ8QAK,,,Cristin Trentz,Customer,,23 Browns Lake Road,Helmville,MT,59843,USA,,,,"{""city"":""Helmville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59843"",""state"":""MT"",""street"":""23 Browns Lake Road""}",23 Browns Lake Road,Helmville,MT,59843,USA,,,,"{""city"":""Helmville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59843"",""state"":""MT"",""street"":""23 Browns Lake Road""}",(555) 359-8705,,,,/services/images/photo/0010R00000wEjJ8QAK,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJ9QAK,,,Claire Canonica,Customer,,542 Candido Hills,Miles City,MT,59301,USA,,,,"{""city"":""Miles City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59301"",""state"":""MT"",""street"":""542 Candido Hills""}",542 Candido Hills,Miles City,MT,59301,USA,,,,"{""city"":""Miles City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59301"",""state"":""MT"",""street"":""542 Candido Hills""}",(555) 888-2350,,,,/services/images/photo/0010R00000wEjJ9QAK,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJAQA0,,,Hye Gorglione,Customer,,2084 Waelchi Road,Denton,MT,59430,USA,,,,"{""city"":""Denton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59430"",""state"":""MT"",""street"":""2084 Waelchi Road""}",2084 Waelchi Road,Denton,MT,59430,USA,,,,"{""city"":""Denton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59430"",""state"":""MT"",""street"":""2084 Waelchi Road""}",(555) 935-5600,,,,/services/images/photo/0010R00000wEjJAQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJBQA0,,,Twanda Berberian,Customer,,22655 Fairfield Rd,St Augusta,MN,56301,USA,,,,"{""city"":""St Augusta"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""56301"",""state"":""MN"",""street"":""22655 Fairfield Rd""}",22655 Fairfield Rd,St Augusta,MN,56301,USA,,,,"{""city"":""St Augusta"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""56301"",""state"":""MN"",""street"":""22655 Fairfield Rd""}",(555) 727-2021,,,,/services/images/photo/0010R00000wEjJBQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJCQA0,,,Hilaria Martenson,Customer,,1335 Madison St NE,Salem,OR,97301,USA,,,,"{""city"":""Salem"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97301"",""state"":""OR"",""street"":""1335 Madison St NE""}",1335 Madison St NE,Salem,OR,97301,USA,,,,"{""city"":""Salem"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97301"",""state"":""OR"",""street"":""1335 Madison St NE""}",(555) 919-9456,,,,/services/images/photo/0010R00000wEjJCQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJDQA0,,,Hyo Darrow,Customer,,2550 Wasser Terrace,Herndon,VA,20171,USA,,,,"{""city"":""Herndon"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""20171"",""state"":""VA"",""street"":""2550 Wasser Terrace""}",2550 Wasser Terrace,Herndon,VA,20171,USA,,,,"{""city"":""Herndon"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""20171"",""state"":""VA"",""street"":""2550 Wasser Terrace""}",(555) 159-6548,,,,/services/images/photo/0010R00000wEjJDQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJEQA0,,,Norbert Hsueh,Customer,,500 Boylston Street,Boston,MA,02116,USA,,,,"{""city"":""Boston"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""02116"",""state"":""MA"",""street"":""500 Boylston Street""}",500 Boylston Street,Boston,MA,02116,USA,,,,"{""city"":""Boston"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""02116"",""state"":""MA"",""street"":""500 Boylston Street""}",(555) 277-4116,,,,/services/images/photo/0010R00000wEjJEQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJFQA0,,,Annamarie Crull,Customer,,361 Centennial Parkway,Louisville,CO,80027,USA,,,,"{""city"":""Louisville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80027"",""state"":""CO"",""street"":""361 Centennial Parkway""}",361 Centennial Parkway,Louisville,CO,80027,USA,,,,"{""city"":""Louisville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80027"",""state"":""CO"",""street"":""361 Centennial Parkway""}",(555) 115-9439,,,,/services/images/photo/0010R00000wEjJFQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJGQA0,,,Chester Eagan,Customer,,929 108th Ave NE,Bellevue,WA,98004,USA,,,,"{""city"":""Bellevue"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""98004"",""state"":""WA"",""street"":""929 108th Ave NE""}",929 108th Ave NE,Bellevue,WA,98004,USA,,,,"{""city"":""Bellevue"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""98004"",""state"":""WA"",""street"":""929 108th Ave NE""}",(555) 256-1351,,,,/services/images/photo/0010R00000wEjJGQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJHQA0,,,Oren Mcinally,Customer,,1541 E 4th St,Casper,WY,82601,USA,,,,"{""city"":""Casper"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""82601"",""state"":""WY"",""street"":""1541 E 4th St""}",1541 E 4th St,Casper,WY,82601,USA,,,,"{""city"":""Casper"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""82601"",""state"":""WY"",""street"":""1541 E 4th St""}",(555) 647-2925,,,,/services/images/photo/0010R00000wEjJHQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJIQA0,,,Vanesa Warton,Customer,,301 Sherman Street,Huntington,IN,46750,USA,,,,"{""city"":""Huntington"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""46750"",""state"":""IN"",""street"":""301 Sherman Street""}",301 Sherman Street,Huntington,IN,46750,USA,,,,"{""city"":""Huntington"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""46750"",""state"":""IN"",""street"":""301 Sherman Street""}",(555) 961-8128,,,,/services/images/photo/0010R00000wEjJIQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJJQA0,,,Imogene Killam,Customer,,4561 Springdale Rd,Millbrook,AL,36054,USA,,,,"{""city"":""Millbrook"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""36054"",""state"":""AL"",""street"":""4561 Springdale Rd""}",4561 Springdale Rd,Millbrook,AL,36054,USA,,,,"{""city"":""Millbrook"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""36054"",""state"":""AL"",""street"":""4561 Springdale Rd""}",(555) 476-2281,,,,/services/images/photo/0010R00000wEjJJQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJKQA0,,,Coralie Caravantes,Customer,,541 SW Georgetown Way,Beaverton,OR,97006,USA,,,,"{""city"":""Beaverton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97006"",""state"":""OR"",""street"":""541 SW Georgetown Way""}",541 SW Georgetown Way,Beaverton,OR,97006,USA,,,,"{""city"":""Beaverton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97006"",""state"":""OR"",""street"":""541 SW Georgetown Way""}",(555) 195-4933,,,,/services/images/photo/0010R00000wEjJKQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJLQA0,,,Juanita Yearicks,Customer,,900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",(555) 444-9781,,,,/services/images/photo/0010R00000wEjJLQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJMQA0,,,Kassie Saavedra,Customer,,1095 Avenue of the Americas,New York,NY,10036,USA,,,,"{""city"":""New York"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10036"",""state"":""NY"",""street"":""1095 Avenue of the Americas""}",1095 Avenue of the Americas,New York,NY,10036,USA,,,,"{""city"":""New York"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""10036"",""state"":""NY"",""street"":""1095 Avenue of the Americas""}",(555) 287-1369,,,,/services/images/photo/0010R00000wEjJMQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJNQA0,,,Megan Alquicira,Customer,,87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",(555) 137-3678,,,,/services/images/photo/0010R00000wEjJNQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
0010R00000wEjJOQA0,,,Tyron Naderman,Customer,,1541 E 4th St,Casper,WY,82601,USA,,,,"{""city"":""Casper"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""82601"",""state"":""WY"",""street"":""1541 E 4th St""}",1541 E 4th St,Casper,WY,82601,USA,,,,"{""city"":""Casper"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""82601"",""state"":""WY"",""street"":""1541 E 4th St""}",(555) 826-5943,,,,/services/images/photo/0010R00000wEjJOQA0,,,,,,,,,,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,0050R0000041BRPQA2,2020-01-29T21:51:00.000+0000,,,,,,Pending,,,,,,,,,
